code,name,industry,current_price,high_lookback,low_lookback,drawdown,drawdown_pct,bounce_from_low,distance_to_resistance,volume_ratio,volume_contracted,is_oversold,meet_all_conditions,scan_date,lookback_period,bounce_trigger_date
300094,,,3.93,5.8,3.52,-0.32241379310344825,32.241379310344826,11.647727272727277,47.5826972010178,79.10665778824595,False,True,True,2026-03-11,120,2026-02-03
000547,,,27.58,40.65,8.26,-0.32152521525215255,32.152521525215256,233.89830508474577,47.389412617839014,68.51438942332334,True,True,True,2026-03-11,120,2025-11-14
000016,,,3.9,5.74,3.45,-0.32055749128919864,32.055749128919864,13.043478260869556,47.17948717948719,158.7477416833967,False,True,True,2026-03-11,120,2026-02-06
300639,,,6.85,10.07,5.33,-0.3197616683217478,31.97616683217478,28.517823639774853,47.007299270073005,231.84448162875398,False,True,True,2026-03-11,120,2026-01-08
002830,,,24.36,35.74,17.35,-0.3184107442641299,31.84107442641299,40.40345821325647,46.71592775041052,154.2780394877928,False,True,True,2026-03-11,120,2025-11-27
300045,,,26.31,38.6,21.26,-0.31839378238341975,31.839378238341975,23.75352775164627,46.712276700874206,60.02253019578737,True,True,True,2026-03-11,120,2025-12-04
300528,,,20.1,29.46,18.52,-0.31771894093686354,31.771894093686353,8.531317494600442,46.567164179104466,145.937950233281,False,True,True,2026-03-11,120,2025-12-26
301005,,,156.04,228.49,46.91,-0.3170817103593156,31.70817103593156,232.63696439991475,46.43040246090747,69.6715070723834,True,True,True,2026-03-11,120,2025-11-17
300155,,,5.52,8.08,5.15,-0.3168316831683169,31.68316831683169,7.18446601941746,46.37681159420291,80.74241840363689,False,True,True,2026-03-11,120,2026-02-03
000426,,,51.14,74.8,29.52,-0.31631016042780746,31.631016042780747,73.23848238482385,46.265154477903785,119.58297780142593,False,True,True,2026-03-11,120,2025-11-25
002394,,,13.82,20.2,11.82,-0.3158415841584158,31.58415841584158,16.920473773265652,46.16497829232995,60.28466804451028,True,True,True,2026-03-11,120,2025-12-12
300560,,,16.94,24.76,14.69,-0.3158319870759289,31.583198707592892,15.316541865214445,46.162927981109796,48.689831117331295,True,True,True,2026-03-11,120,2026-02-02
605365,,,19.87,28.96,15.97,-0.31388121546961323,31.388121546961322,24.420788979336255,45.74735782586814,72.7922061547469,False,True,True,2026-03-11,120,2025-11-24
688626,,,65.2,95.0,44.5,-0.31368421052631573,31.36842105263157,46.516853932584276,45.70552147239263,71.05055266581755,False,True,True,2026-03-11,120,2025-11-28
603800,,,40.3,58.71,38.0,-0.31357520013626305,31.357520013626306,6.052631578947361,45.68238213399505,96.42621968573941,False,True,True,2026-03-11,120,2026-02-24
600280,,,3.7,5.39,3.31,-0.3135435992578849,31.35435992578849,11.78247734138973,45.675675675675656,41.05128404104117,True,True,True,2026-03-11,120,2025-11-26
000603,,,50.54,73.59,22.2,-0.3132219051501563,31.32219051501563,127.65765765765767,45.60743965176099,116.44794514528063,False,True,True,2026-03-11,120,2025-11-25
300170,,,23.15,33.7,16.47,-0.31305637982195855,31.305637982195854,40.55859137826351,45.57235421166309,98.33762469759476,False,True,True,2026-03-11,120,2025-12-30
001337,,,50.64,73.55,25.97,-0.31148878314072054,31.148878314072054,94.99422410473625,45.24091627172196,158.58343192354286,False,True,True,2026-03-11,120,2025-12-10
603716,,,21.97,31.86,19.34,-0.31042059008160705,31.042059008160706,13.598759048603926,45.01593081474739,67.06059488214625,True,True,True,2026-03-11,120,2025-12-18
300624,,,84.8,122.8,64.06,-0.30944625407166126,30.944625407166125,32.37589759600374,44.81132075471698,111.12893033857488,False,True,True,2026-03-11,120,2025-12-25
688256,,,1071.55,1550.0,1015.56,-0.3086774193548387,30.86774193548387,5.5132143841821275,44.650272969063515,108.93726590900808,False,True,True,2026-03-11,120,2026-02-09
301227,,,37.65,54.44,33.82,-0.30841293166789124,30.841293166789125,11.324659964518032,44.59495351925631,88.39722258283776,False,True,True,2026-03-11,120,2026-02-09
002451,,,10.51,15.19,9.52,-0.30809743252139565,30.809743252139565,10.39915966386555,44.5290199809705,51.83527072377735,True,True,True,2026-03-11,120,2025-12-22
